U | 94.3
J | 51.9
Y | 54.1
E | 51.1
W | 86.8
N | 80.3
L | 54.8
X | 76.2
I | 53.7
Z | 52.8
B | 54.2
C | 53.9
I | 95.1
K | 86.6
E | 88.3
P | 58.3
G | 71.2
R | 58.9
E | 52.2
S | 71.4
T | 92.6
V | 83.8
T | 89.9
A | 63.5
L | 87.9
X | 84.0
P | 88.4
D | 75.7
M | 64.0
X | 81.2
Y | 99.3
K | 81.5
E | 92.0
J | 87.0
D | 50.3
N | 93.7
B | 59.7
N | 56.0
O | 82.8
V | 92.2
X | 81.2
T | 57.5
Y | 83.0
K | 79.2
W | 65.6
K | 50.2
P | 77.7
K | 58.2
F | 59.0
M | 69.3
I | 68.0
J | 68.8
Y | 52.2
H | 51.0
T | 86.6
G | 78.0
N | 77.4
B | 86.7
Q | 83.8
N | 67.3
T | 90.1
E | 90.2
C | 59.9
X | 95.9
R | 90.1
J | 59.4
E | 76.9
M | 66.0
L | 59.6
H | 73.5
O | 91.8
Z | 90.8
I | 93.6
E | 95.5
F | 82.6
A | 56.5
F | 85.1
S | 97.4
B | 52.8
V | 54.4
M | 65.5
V | 69.2
V | 59.6
D | 88.3
N | 53.9
S | 74.6
T | 55.3
S | 88.3
C | 59.1
R | 96.4
G | 60.8
J | 89.9
S | 87.7
M | 53.6
X | 85.2
A | 68.6
A | 88.2
D | 52.6
N | 68.5
M | 51.1
O | 55.1
Z | 86.0
C | 80.4
E | 63.8
P | 86.2
Y | 76.8
O | 70.4
A | 78.6
Z | 68.8
G | 78.7
A | 90.1
R | 90.1
Y | 96.2
I | 95.3
O | 72.4
L | 88.2
Q | 73.6
D | 61.5
Y | 55.0
V | 72.3
J | 53.9
C | 89.8
V | 71.9
O | 55.1
J | 69.4
G | 51.5
Y | 55.6
N | 97.8
K | 91.9
Z | 88.8
Z | 93.2
A | 86.7
Y | 80.6
V | 83.6
C | 79.9
H | 69.2
X | 66.5
E | 85.2
A | 59.0
F | 91.4
D | 99.6
X | 78.7
C | 52.3
N | 65.1
B | 89.8
N | 78.8
R | 64.1
L | 56.3
D | 54.2
S | 53.9
E | 67.9
Q | 86.7
B | 78.5
H | 51.5
G | 54.9
N | 97.8
C | 53.4
Q | 89.6
L | 55.8
A | 77.1
C | 84.5
H | 63.1
M | 96.0
R | 80.6
V | 68.8
Q | 98.1
W | 96.1
B | 74.0
U | 58.0
U | 84.3
G | 72.2
Q | 81.5
I | 81.5
I | 93.3
V | 60.4
U | 97.1
R | 63.8
B | 53.0
L | 92.9
O | 68.6
F | 96.6
E | 73.6
M | 82.2
P | 77.4
I | 62.1
B | 55.0
F | 81.0
M | 76.4
F | 75.1
M | 65.6
K | 62.7
D | 62.5
G | 58.6
Y | 88.1
A | 57.9
P | 86.3
H | 94.2
F | 56.7
E | 63.9
S | 73.6
M | 81.9
R | 52.9
Z | 82.2
W | 68.0
Q | 52.6
S | 99.6
U | 99.5
H | 63.1
U | 62.4
K | 77.7
I | 88.8
K | 50.4
M | 72.9
T | 80.7
X | 56.8
O | 54.9
J | 81.7
X | 72.2
T | 52.5
X | 52.8
W | 53.6
Q | 67.6
I | 89.4
F | 90.0
B | 52.0
T | 91.9
B | 75.2
T | 61.9
R | 98.1
Q | 59.2
C | 89.4
K | 79.9
Y | 78.1
L | 76.6
O | 93.0
G | 55.5
Q | 78.4
A | 91.8
V | 99.1
R | 65.8
T | 69.3
O | 86.4
E | 59.6
G | 90.5
S | 66.3
R | 84.2
P | 57.0
F | 59.4
M | 74.1
H | 65.8
P | 67.6
K | 99.6
V | 78.9
T | 82.1
L | 92.8
F | 52.9
L | 72.4
P | 85.4
Q | 86.5
P | 52.7
B | 66.5
K | 84.8
R | 58.4
M | 90.9
K | 69.2
R | 78.8
Q | 62.0
F | 79.0
W | 80.9
J | 60.1
O | 81.8
W | 72.4
D | 96.0
H | 51.2
O | 98.2
F | 88.9
N | 52.7
N | 66.7
O | 91.9
T | 88.2
Q | 84.3
Q | 53.0
P | 70.4
Y | 65.0
J | 57.6
L | 79.8
Z | 60.3
F | 85.0
E | 79.6
R | 92.8
Q | 96.4
E | 73.2
Q | 57.0
G | 99.1
X | 89.3
Y | 52.6
H | 75.1
Y | 77.0
C | 93.7
C | 97.6
I | 64.2
X | 67.7
V | 86.0
M | 97.1
Q | 54.8
B | 56.5
Z | 61.3
P | 83.5
U | 79.3
N | 77.0
H | 80.7
Z | 58.0
T | 65.0
R | 78.5
M | 51.3
Z | 71.5
A | 96.8
O | 62.8
D | 74.4
D | 67.5
C | 89.8
V | 100.0
I | 70.5
T | 87.6
L | 74.3
O | 97.8
R | 86.2
T | 70.1
A | 72.8
V | 65.8
M | 91.5
S | 73.2
Y | 81.4
O | 99.1
U | 51.2
W | 61.8
Q | 54.6
B | 73.2
U | 90.5
E | 55.0
Q | 85.4
O | 52.3
A | 56.4
A | 53.4
G | 82.1
H | 52.8
E | 53.2
U | 71.9
M | 97.6
G | 64.4
W | 98.0
F | 67.6
J | 74.9
N | 52.0
B | 96.1
P | 58.1
E | 83.9
M | 98.0
O | 52.4
G | 74.1
K | 70.9
G | 55.3
R | 56.5
L | 51.0
R | 98.7
J | 94.9
A | 67.5
X | 72.4
N | 91.0
S | 86.5
T | 57.1
V | 61.4
H | 72.8
K | 67.9
M | 63.7
F | 56.1
Q | 97.8
I | 60.8
M | 53.4
N | 96.7
E | 65.6
X | 82.2
P | 90.2
K | 61.1
G | 82.5
Q | 81.7
R | 89.9
T | 63.8
U | 64.9
T | 67.3
Q | 93.3
L | 89.8
N | 65.8
V | 79.6
Z | 65.6
R | 55.8
U | 69.3
B | 75.8
W | 64.9
N | 85.8
N | 77.0
S | 79.4
X | 54.3
P | 98.3
O | 84.3
U | 66.9
Z | 50.5
R | 96.4
E | 65.5
L | 83.8
H | 91.5
A | 57.1
X | 70.1
I | 78.9
R | 91.6
O | 94.8
O | 75.4
H | 95.1
T | 52.9
T | 77.5
F | 72.2
V | 67.5
C | 57.9
B | 83.9
T | 65.4
W | 86.1
F | 51.0
H | 95.1
V | 71.6
N | 77.1
I | 60.0
A | 99.1
S | 60.3
R | 59.7
E | 56.5
G | 85.3
F | 75.4
A | 68.0
Q | 84.9
C | 97.7
B | 81.9
M | 56.2
G | 89.7
G | 83.4
J | 57.4
B | 72.4
S | 86.4
W | 86.0
H | 89.2
O | 92.7
P | 93.9
U | 79.5
T | 50.2
F | 52.4
G | 71.4
G | 89.8
P | 50.4
Q | 73.7
F | 94.3
I | 55.8
U | 53.5
N | 69.8
R | 82.8
S | 97.7
B | 99.9
E | 55.9
A | 97.2
F | 63.7
Q | 78.2
D | 50.7
S | 51.6
M | 88.8
G | 68.6
V | 85.3
F | 96.2
S | 66.4
M | 54.6
B | 64.8
X | 75.2
P | 50.5
Y | 66.8
X | 63.9
L | 96.9
H | 79.6
L | 90.7
H | 52.1
Q | 74.9
Z | 53.0
T | 87.2
U | 86.2
S | 99.9
W | 60.3
D | 74.1
G | 95.3
P | 62.8
T | 92.6
T | 78.4
M | 55.1
V | 58.4
D | 66.3
B | 81.3
J | 99.5
S | 77.2
R | 62.0
L | 93.8
U | 64.6
R | 62.8
I | 85.4
R | 55.0
A | 69.4
N | 63.9
R | 62.7
J | 78.7
A | 72.5
F | 79.3
J | 59.8
V | 86.3
M | 93.2
E | 86.0
H | 84.6
V | 76.0
Q | 84.2
O | 62.0
I | 77.1
K | 62.4
P | 92.0
J | 88.5
Y | 66.7
D | 91.5
C | 57.4
Y | 88.5
Z | 69.2
X | 64.1
V | 68.3
G | 99.0
W | 65.2
I | 94.4
E | 74.5
T | 63.7
N | 89.7
L | 96.6
D | 68.6
S | 76.8
O | 73.0
Y | 99.5
U | 69.4
U | 66.9
I | 63.2
F | 58.8
I | 69.6
D | 52.1
L | 51.7
Q | 69.4
C | 66.5
O | 67.8
G | 58.4
B | 88.5
T | 78.5
S | 50.8
Q | 65.2
T | 99.7
C | 80.3
Z | 62.6
D | 97.8
J | 78.0
E | 96.2
G | 84.1
T | 55.7
M | 98.2
M | 76.4
K | 89.6
L | 80.1
D | 74.9
F | 97.9
C | 98.5
B | 78.9
C | 75.1
I | 74.4
T | 74.3
G | 73.0
E | 68.3
Q | 81.0
S | 89.3
S | 57.4
O | 92.4
X | 63.5
W | 84.3
Z | 90.5
Q | 87.3
M | 97.7
O | 62.7
R | 78.2
O | 96.9
F | 59.4
U | 66.5
R | 53.4
H | 97.6
U | 53.4
B | 93.9
I | 77.6
B | 99.7
B | 91.1
Y | 94.8
E | 70.9
O | 64.3
I | 85.1
Y | 55.8
G | 98.1
N | 84.1
W | 59.7
R | 59.9
N | 88.1
E | 50.1
I | 69.4
L | 87.1
T | 77.4
R | 78.3
U | 68.5
W | 91.9
C | 73.1
Q | 94.5
G | 91.4
P | 92.6
N | 68.8
Y | 73.5
A | 91.1
N | 69.4
F | 85.8
K | 83.9
B | 57.3
D | 86.3
T | 53.1
M | 51.3
P | 62.0
Z | 83.0
V | 100.0
J | 54.5
U | 98.2
S | 72.7
O | 85.0
X | 82.1
X | 89.8
W | 98.1
G | 95.8
D | 69.4
A | 56.3
A | 86.5
K | 77.1
J | 86.6
X | 83.2
X | 55.6
U | 85.8
H | 92.9
E | 62.1
U | 60.9
Q | 65.4
F | 70.1
N | 62.1
B | 89.9
P | 93.5
R | 85.0
G | 53.0
D | 90.6
T | 90.4
F | 68.9
F | 97.3
S | 68.6
H | 85.0
F | 76.5
H | 52.6
B | 73.7
G | 81.6
E | 98.4
Z | 86.7
Z | 68.6
S | 53.6
Y | 81.4
I | 91.6
I | 53.5
A | 91.8
L | 87.5
A | 77.3
I | 91.7
A | 68.5
U | 62.7
J | 52.0
J | 66.8
R | 90.4
Y | 76.2
U | 84.5
K | 59.3
C | 58.2
J | 72.7
D | 82.8
Y | 56.3
S | 97.3
Y | 99.1
B | 80.4
T | 59.0
M | 72.3
C | 90.7
T | 83.0
Q | 81.7
I | 92.7
V | 82.2
I | 54.4
X | 64.4
N | 52.4
D | 95.4
Z | 75.6
E | 51.0
R | 57.7
J | 69.5
X | 70.3
I | 94.3
U | 74.6
R | 91.2
I | 73.8
T | 64.6
V | 73.8
K | 68.0
E | 71.3
T | 62.5
Q | 91.7
M | 83.0
W | 80.3
N | 70.1
P | 98.7
G | 65.2
Y | 59.8
J | 78.1
Q | 77.0
Q | 81.1
H | 91.7
C | 51.0
J | 60.8
G | 78.1
N | 96.5
L | 54.6
K | 52.8
H | 87.5
A | 59.7
C | 96.0
C | 64.5
D | 64.7
O | 55.8
Q | 65.6
S | 92.1
V | 57.1
B | 61.9
J | 94.7
X | 87.9
Z | 87.8
D | 51.2
U | 53.6
A | 85.5
S | 89.2
E | 95.1
Q | 69.5
C | 94.6
C | 58.4
Z | 74.6
I | 52.0
A | 65.7
U | 69.1
J | 75.3
E | 80.8
L | 50.7
H | 53.5
X | 71.8
H | 69.4
Q | 63.0
V | 74.9
S | 78.9
R | 55.1
C | 97.1
Q | 75.6
N | 53.8
G | 98.8
I | 97.2
X | 99.2
X | 61.0
F | 57.6
Q | 62.0
T | 54.1
O | 96.7
N | 85.3
J | 64.3
K | 77.6
Q | 76.0
V | 82.6
S | 92.5
C | 66.7
U | 64.9
M | 54.6
N | 51.7
O | 80.6
U | 89.3
G | 94.8
E | 64.0
L | 92.4
J | 50.5
I | 59.3
H | 62.4
U | 63.7
I | 76.4
Z | 88.2
C | 86.9
E | 60.9
R | 83.9
Y | 72.0
K | 79.7
O | 54.0
L | 70.4
J | 98.3
B | 87.7
Y | 85.6
W | 50.6
Z | 98.4
A | 83.7
Q | 83.8
Q | 85.4
G | 98.4
K | 52.0
P | 55.8
P | 61.7
S | 94.1
E | 84.0
H | 70.0
Z | 55.1
U | 66.6
F | 86.3
E | 95.5
P | 55.5
O | 81.1
F | 59.8
E | 91.9
D | 59.8
K | 69.1
L | 86.0
Y | 76.4
K | 84.3
H | 68.8
A | 96.1
N | 87.9
G | 62.9
K | 70.9
V | 85.4
A | 99.0
K | 92.1
A | 63.0
Y | 90.7
N | 91.4
G | 73.3
D | 79.0
F | 74.0
W | 93.6
M | 80.0
U | 55.2
J | 98.5
D | 51.2
I | 50.1
T | 50.6
B | 65.4
I | 55.7
S | 99.1
S | 92.7
G | 75.4
R | 95.6
J | 53.9
R | 82.8
C | 50.2
O | 70.6
G | 55.4
H | 68.6
S | 70.4
G | 72.2
S | 70.1
P | 53.4
T | 58.2
X | 87.0
S | 79.9
G | 62.3
N | 87.1
J | 54.7
K | 89.1
I | 97.8
C | 67.5
T | 63.8
N | 83.6
K | 89.9
P | 95.6
D | 81.7
Q | 93.3
W | 95.8
S | 95.2
Y | 82.4
E | 99.6
B | 87.3
P | 58.8
F | 78.0
F | 91.1
H | 55.5
F | 69.7
V | 74.9
N | 78.3
T | 86.3
S | 71.9
I | 84.8
I | 82.4
V | 59.5
D | 96.1
E | 61.2
I | 56.8
K | 86.9
J | 87.1
D | 98.7
S | 81.7
C | 65.3
U | 54.0
E | 89.0
D | 90.5
M | 88.7
F | 69.8
G | 95.2
M | 62.3
P | 91.6
T | 83.8
U | 82.6
C | 52.2
C | 93.2
M | 96.2
W | 53.2
H | 87.2
W | 90.6
B | 64.2
D | 58.4
Z | 89.2
K | 53.1
N | 92.7
L | 59.5
V | 92.1
V | 87.6
S | 60.5
P | 53.9
K | 90.2
G | 90.9
K | 75.2
Z | 71.7
N | 97.6
I | 83.0
Y | 67.7
D | 66.2
O | 54.6
Q | 93.0
Z | 80.1
I | 58.5
X | 73.7
I | 87.6
K | 62.2
V | 85.3
K | 61.0
R | 68.4
J | 89.7
B | 72.7
X | 88.7
Q | 50.3
N | 69.3
R | 79.3
F | 92.8
U | 57.1
E | 74.8
B | 84.7
C | 99.6
P | 60.8
X | 65.7
C | 99.5
J | 72.8
G | 90.9
Q | 99.6
J | 89.2
T | 86.6
O | 68.0
M | 90.3
U | 95.1
F | 84.8
K | 92.4
O | 82.7
X | 74.4
H | 81.6
Q | 99.8
A | 97.1
Z | 52.4
Y | 76.9
P | 82.6
S | 72.2
Y | 85.3
P | 73.9
N | 74.3
O | 95.6
C | 68.3
Y | 62.0
K | 77.6
N | 79.3
W | 88.6
I | 91.7
H | 91.8
H | 89.9
R | 92.7
E | 64.6
Y | 74.4
K | 58.2
H | 87.0
Q | 50.6
S | 71.2
A | 81.6
J | 73.7
I | 94.4
S | 72.8
K | 62.4
M | 71.7
Z | 53.0
X | 63.6
V | 93.0
W | 52.4
N | 67.8
E | 52.4
V | 52.9
L | 53.9
L | 70.3
X | 65.7
S | 70.0
A | 72.2
C | 64.3
J | 61.2
H | 84.1
K | 69.0
D | 63.1
T | 67.9
Q | 94.5
G | 93.1
J | 63.4
A | 97.4
L | 89.2
N | 58.0
M | 68.4
F | 87.1
R | 81.7
S | 71.2
D | 96.2
C | 86.2
S | 89.9
N | 89.4
F | 86.3
U | 80.1
K | 67.5
D | 67.9
A | 51.2
P | 66.2
V | 83.9
T | 85.2
C | 71.0
C | 78.6
S | 59.3
U | 72.0
Y | 71.0
H | 63.6
I | 90.3
W | 79.1
Y | 93.2
X | 62.9
S | 93.4
V | 79.1
O | 84.5
K | 51.0
T | 71.3
V | 54.2
X | 96.1
X | 64.1
Y | 66.6
G | 82.7
B | 79.0
U | 64.7
Y | 64.0
F | 64.0
O | 94.3
M | 52.3
A | 81.9
B | 61.8
C | 89.1
X | 58.7
Z | 89.0
T | 84.6
E | 58.2
W | 91.1
F | 64.8
G | 55.6
W | 59.0
O | 61.5
C | 68.1
M | 94.1
L | 73.0
J | 90.9
O | 57.5
K | 84.1
B | 69.7
R | 62.9
P | 60.2
A | 83.0
J | 58.5
U | 61.5
M | 50.8
T | 96.8
E | 89.8
E | 68.9
U | 51.8
C | 86.1
M | 88.4
S | 88.2
H | 59.1
V | 55.0
M | 85.3
A | 59.2
U | 76.5
F | 60.5
C | 80.6
G | 91.3
F | 55.7
X | 59.5
R | 82.1
R | 67.4
H | 50.6
L | 77.2
I | 98.7
D | 52.6
O | 54.4
L | 66.1
S | 62.2
G | 85.9
W | 76.1
F | 69.5
F | 58.4
S | 76.7
N | 75.8
U | 76.5
B | 74.0
N | 93.8
G | 85.1
Y | 57.1
D | 56.5
F | 79.6
Y | 71.1
E | 63.9
G | 97.6
A | 51.0
G | 97.9
Y | 85.6
Y | 66.0
E | 61.2
P | 98.3
G | 55.9
P | 91.2
Y | 96.9
C | 83.4
P | 83.2
R | 98.0
H | 62.0
R | 76.9
E | 70.4
E | 84.5
T | 77.4
S | 92.4
C | 83.9
B | 69.3
D | 71.2
N | 71.1
A | 60.7
J | 72.7
S | 69.7
C | 63.4
A | 78.7
J | 93.3
B | 71.7
W | 94.5
Z | 67.4
V | 58.4
H | 91.3
Z | 75.1
O | 59.8
V | 82.7
O | 63.9
Q | 91.9
G | 90.1
O | 58.5
I | 64.2
Z | 69.3
O | 85.9
Y | 80.8
C | 54.5
M | 72.9
I | 93.4
N | 65.5
F | 58.7
L | 54.8
E | 53.5
U | 87.7
M | 81.4
E | 54.1
L | 89.1
D | 75.4
T | 65.5
C | 90.6
B | 93.5
G | 54.8
M | 92.6
V | 79.4
H | 50.2
T | 81.0
O | 52.4
O | 94.0
T | 62.9
E | 70.4
O | 90.5
S | 50.6
A | 62.2
K | 76.5
X | 62.9
Z | 54.2
R | 67.7
E | 59.4
B | 50.3
J | 62.6
W | 83.1
M | 51.8
I | 96.8
F | 84.0
B | 66.4
Q | 99.1
Q | 63.2
L | 76.5
H | 86.5
X | 99.1
G | 59.3
Q | 86.3
U | 79.0
M | 72.4
M | 64.3
N | 90.3
R | 54.0
X | 50.2
X | 68.0
I | 71.1
W | 80.3
N | 53.1
Q | 83.7
H | 55.3
U | 97.5
S | 72.4
U | 96.3
Q | 52.3
B | 56.5
I | 87.8
Q | 99.9
W | 96.8
D | 69.4
F | 58.4
I | 83.6
L | 64.1
P | 61.1
A | 82.4
L | 94.9
Y | 62.9
U | 91.8
O | 51.1
K | 64.6
I | 50.0
B | 58.5
Z | 72.4
R | 95.1
A | 76.3
N | 67.8
U | 51.8
J | 89.3
I | 80.9
S | 87.4
O | 57.6
D | 80.3
H | 92.3
F | 62.0
A | 69.4
V | 63.7
I | 70.9
Z | 69.4
I | 80.6
B | 93.2
B | 77.8
N | 79.7
V | 84.2
T | 63.4
B | 71.4
J | 90.2
T | 80.5
F | 52.6
A | 94.8
I | 85.3
O | 62.4
T | 90.6
F | 50.1
R | 83.4
R | 67.9
C | 63.3
I | 76.4
X | 77.3
H | 95.8
A | 63.4
G | 54.4
C | 64.8
Q | 95.1
W | 85.4
V | 57.0
N | 74.7
J | 91.8
P | 88.9
X | 60.7
E | 93.5
P | 75.3
W | 52.0
J | 80.5
G | 85.1
O | 63.9
U | 64.4
A | 57.6
M | 51.6
E | 68.1
J | 79.1
H | 98.9
W | 71.5
Q | 89.3
R | 92.9
E | 70.0
Y | 58.7
V | 69.0
B | 76.2
T | 62.8
F | 74.2
V | 82.0
B | 97.6
G | 90.8
U | 53.2
Y | 54.4
X | 55.2
H | 90.8
P | 51.7
Y | 55.7
A | 80.0
B | 95.1
O | 60.5
Y | 53.9
V | 83.3
C | 74.2
P | 93.7
J | 99.2
P | 79.0
B | 90.2
Z | 86.5
U | 59.5
T | 64.0
N | 98.7
W | 88.2
Q | 89.9
I | 79.4
A | 91.6
Q | 92.4
C | 87.0
K | 67.7
B | 82.2
A | 72.4
N | 66.6
D | 68.9
N | 74.4
R | 90.5
G | 72.9
I | 89.9
D | 97.2
E | 94.9
Y | 98.5
R | 71.9
D | 60.1
C | 98.5
N | 78.9
F | 55.5
W | 87.1
C | 81.4
D | 80.1
G | 96.8
K | 79.4
N | 73.5
W | 89.4
Y | 50.8
W | 96.7
E | 66.7
Z | 85.5
X | 74.4
K | 91.0
R | 69.6
F | 98.1
Y | 83.3
V | 79.5
D | 68.8
B | 70.2
J | 58.3
D | 59.4
E | 58.0
K | 66.2
M | 77.2
E | 53.8
V | 59.1
P | 90.7
F | 92.8
Z | 52.9
W | 62.9
A | 75.3
R | 92.4
E | 96.5
Y | 70.6
Z | 50.2
U | 82.8
K | 67.3
I | 57.5
C | 59.0
V | 62.8
B | 61.4
L | 89.4
B | 58.4
Y | 89.2
Q | 60.9
V | 64.2
R | 78.8
Z | 57.5
C | 60.6
B | 67.5
R | 85.4
F | 74.1
H | 97.5
W | 63.5
P | 67.0
R | 56.0
M | 58.8
C | 60.9
T | 59.0
X | 50.3
Z | 58.7
N | 52.1
P | 94.5
L | 56.4
Z | 75.8
T | 84.4
Z | 52.3
I | 84.8
J | 58.0
Y | 68.6
I | 53.9
A | 65.7
F | 86.2
H | 70.2
B | 56.8
U | 64.2
Z | 79.0
R | 84.9
P | 69.4
F | 62.9
J | 50.8
H | 94.8
S | 60.4
O | 56.2
A | 70.5
C | 56.8
F | 97.5
P | 55.6
K | 58.0
D | 74.7
L | 76.0
M | 84.4
K | 97.0
I | 79.1
Q | 94.0
B | 70.8
B | 52.7
P | 98.8
T | 67.2
S | 91.5
C | 61.0
K | 77.3
Q | 55.2
G | 67.9
E | 73.8
S | 92.0
T | 78.6
T | 87.1
O | 94.7
N | 68.4
R | 90.1
L | 62.6
C | 51.4
X | 60.0
T | 63.5
C | 65.6
H | 57.4
D | 75.6
S | 59.6
Y | 64.4
R | 62.0
U | 51.8
M | 98.5
G | 57.2
P | 91.9
U | 56.2
I | 76.8
K | 96.6
G | 73.0
D | 53.4
I | 62.5
V | 68.0
V | 75.4
X | 71.3
G | 83.3
F | 98.5
O | 84.0
C | 93.8
O | 83.8
A | 62.0
X | 56.3
S | 50.5
Q | 86.2
D | 64.0
J | 80.2
J | 76.2
I | 71.7
X | 67.6
J | 64.6
G | 79.1
J | 97.0
U | 94.9
F | 96.0
K | 85.8
V | 57.9
Z | 75.8
S | 74.0
D | 53.2
C | 87.4
R | 55.6
L | 83.8
Z | 70.8
S | 66.4
M | 78.6
W | 77.0
S | 76.1
W | 62.8
B | 54.1
Q | 65.8
T | 69.3
Z | 59.2
X | 57.2
F | 78.7
Q | 58.2
E | 80.3
P | 70.4
Z | 93.8
J | 96.5
E | 77.9
I | 53.3
L | 72.9
H | 77.7
C | 90.9
X | 54.7
Y | 91.7
B | 57.5
F | 70.0
K | 61.5
G | 95.6
Z | 87.4
D | 66.5
A | 92.1
C | 90.7
Z | 73.5
K | 91.4
G | 71.4
M | 99.4
A | 65.5
I | 79.9
L | 69.7
F | 87.0
K | 53.7
B | 71.5
N | 98.1
E | 54.5
V | 84.4
U | 77.7
A | 66.6
V | 54.7
J | 78.7
A | 88.4
T | 75.8
B | 76.8
W | 65.6
S | 55.4
S | 75.2
P | 56.5
W | 66.1
I | 52.9
K | 61.2
Y | 84.2
U | 50.2
V | 62.1
J | 91.9
W | 97.9
J | 74.2
W | 53.1
M | 52.6
Q | 52.5
C | 81.8
Z | 80.8
D | 75.3
H | 63.2
Z | 70.8
Q | 97.7
E | 80.8
E | 78.0
A | 85.6
F | 52.4
T | 61.9
X | 51.5
E | 78.4
B | 68.9
R | 96.3
P | 65.0
Q | 71.0
H | 73.2
O | 69.1
E | 74.5
E | 64.8
M | 52.3
A | 90.3
U | 89.5
Y | 53.7
U | 85.3
U | 90.6
C | 66.1
I | 55.4
N | 57.2
P | 53.5
F | 57.7
N | 82.3
Z | 73.1
W | 99.1
C | 93.4
T | 69.4
C | 81.8
G | 83.9
G | 51.5
H | 55.7
N | 54.6
F | 93.4
S | 96.7
N | 66.9
F | 61.7
C | 51.6
V | 79.6
I | 85.9
A | 64.8
X | 59.5
J | 56.3
Q | 96.0
I | 97.6
A | 50.4
T | 68.1
T | 93.0
L | 77.4
U | 69.2
T | 51.0
T | 81.2
P | 83.9
T | 79.2
Y | 74.7
N | 59.5
D | 78.0
X | 82.5
I | 91.6
Z | 55.5
L | 59.7
L | 69.9
W | 83.4
J | 96.2
I | 87.0
P | 71.1
A | 81.6
O | 51.3
S | 79.1
F | 73.0
E | 71.3
A | 82.2
B | 77.8
U | 54.3
K | 93.6
G | 68.0
P | 95.9
C | 85.9
J | 90.5
Z | 65.3
H | 85.2
B | 85.0
Q | 92.0
M | 63.9
N | 98.5
C | 86.0
Y | 90.6
K | 86.5
Z | 63.4
E | 69.1
E | 54.6
J | 100.0
X | 51.6
Z | 87.0
N | 81.7
B | 90.4
U | 82.0
C | 64.5
Z | 73.4
U | 79.3
D | 84.3
Z | 67.6
Z | 86.5
H | 82.5
X | 82.3
F | 98.6
N | 93.6
Z | 54.9
V | 70.4
K | 98.3
D | 57.8
J | 54.6
T | 97.3
E | 97.2
E | 54.5
U | 68.9
G | 61.5
O | 58.0
H | 51.6
A | 73.3
Q | 76.2
B | 58.9
W | 69.5
X | 70.3
T | 92.9
S | 94.1
H | 77.8
X | 82.9
F | 60.7
I | 61.7
A | 71.6
N | 99.4
X | 95.2
X | 57.3
Q | 98.3
I | 81.5
N | 82.9
D | 96.6
M | 51.4
M | 96.5
S | 72.0
D | 88.3
B | 92.0
H | 84.1
J | 66.2
U | 88.6
I | 51.1
S | 64.9
U | 60.6
W | 67.1
O | 86.6
T | 56.3
G | 86.2
C | 50.7
F | 84.1
O | 72.8
Y | 50.6
C | 68.9
I | 53.3
W | 94.6
L | 58.6
A | 73.9
T | 81.9
B | 79.9
I | 51.7
I | 91.4
I | 52.8
D | 94.5
A | 93.0
Z | 61.9
S | 65.5
B | 69.5
V | 96.9
G | 70.8
Z | 77.7
Z | 68.2
L | 71.0
Q | 57.9
H | 52.9
S | 75.7
P | 91.8
I | 94.7
N | 60.1
M | 86.7
N | 71.5
O | 71.0
N | 50.9
T | 57.3
W | 84.5
H | 57.1
K | 51.5
J | 61.2
Z | 90.2
V | 69.6
X | 99.7
I | 68.1
I | 92.0
X | 94.6
J | 51.3
Q | 60.8
S | 62.9
Z | 92.1
N | 98.4
C | 94.5
T | 88.3
R | 61.1
E | 61.2
Z | 89.6
Y | 51.1
O | 89.7
V | 79.9
K | 60.9
T | 83.8
S | 81.5
E | 90.9
Y | 72.2
B | 71.4
P | 72.8
Q | 81.2
B | 67.3
C | 65.4
K | 69.8
N | 92.0
K | 99.7
U | 84.1
V | 92.4
H | 97.8
H | 53.3
D | 87.3
W | 82.1
U | 64.5
F | 93.9
D | 93.4
U | 76.5
A | 89.0
Y | 51.6
B | 77.7
N | 67.9
Q | 83.1
C | 64.4
N | 57.2
Y | 59.0
A | 78.3
V | 72.7
C | 88.8
O | 93.8
J | 86.8
V | 50.2
C | 97.4
Z | 93.5
M | 54.7
P | 99.2
G | 87.9
E | 93.0
X | 78.6
F | 58.6
Q | 97.3
M | 95.4
I | 69.6
H | 98.7
U | 62.5
H | 65.8
V | 54.2
D | 66.8
G | 59.8
O | 59.7
O | 56.8
B | 65.2
U | 83.4
L | 93.2
U | 55.3
L | 64.7
C | 64.1
M | 55.5
M | 99.9
R | 63.3
N | 71.5
U | 70.7
Q | 66.6
D | 92.4
B | 61.7
Q | 80.7
S | 78.5
W | 99.6
R | 84.3
W | 96.9
Y | 68.2
K | 73.9
L | 80.3
F | 59.2
C | 59.0
V | 82.8
V | 99.3
Z | 89.0
R | 62.7
I | 84.7
Z | 59.3
B | 73.7
Q | 64.6
C | 80.9
M | 86.4
Y | 72.5
Y | 78.3
H | 53.5
N | 71.7
N | 60.8
S | 65.6
A | 98.9
H | 94.3
P | 81.9
S | 57.1
L | 78.4
X | 92.2
K | 72.8
V | 74.4
Y | 96.2
S | 68.2
G | 88.3
G | 51.7
W | 50.8
Z | 77.7
P | 57.1
G | 87.6
L | 70.4
B | 65.3
E | 77.8
Q | 66.8
D | 83.6
C | 59.5
C | 97.3
D | 81.2
A | 73.3
L | 52.6
V | 99.6
Q | 69.9
U | 85.5
S | 91.0
